tab,src_row,matched_id,stump_title,new_title,new_body,tier,codes_raw,codes_resolved,codes_unknown
Product Knowledge — Hoses,160,c115b5c3-43aa-4966-8b04-e0fecc7e4e53,EPDM compound with industry-leading temperature range — Gates Premium hoses use proprietary EPDM rubber compound rated for continuous operation from –40°F to 257°F. Most hose failures aren't single dr,EPDM compound with industry-leading temperature range — Gates Premium hoses use proprietary EPDM rubber compound rated f,Built to handle thousands of heat cycles.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,161,dc95bd5c-94da-4d96-a281-6c7c88b7f1f2,Electrochemical degradation (ECD) resistance — the #1 cause of premature hose failure. Industry research shows ECD (electrical current flowing between engine and radiator through coolant) causes over,Electrochemical degradation (ECD) resistance — the #1 cause of premature hose failure.,Gates is built against the #1 way hoses fail.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,162,2f8a2f72-7229-4b05-9f4f-34f9ca64de8a,"OE supplier credibility — Gates is the original equipment coolant hose supplier for many Ford, GM, Stellantis, and import applications. Aftermarket Gates is often the same product as factory-installed","OE supplier credibility — Gates is the original equipment coolant hose supplier for many Ford, GM, Stellantis, and impor",Same hose that came with your truck.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,163,07bb8be5-0c24-4d63-8cd5-b5683cff1398,Reinforcement layer engineered for pressure cycling — Gates hoses use polyester or aramid (Kevlar-family) braided reinforcement specifically engineered for the pressure cycles modern cooling systems i,Reinforcement layer engineered for pressure cycling — Gates hoses use polyester or aramid (Kevlar-family) braided reinfo,Built for the higher pressures of modern engines.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,164,37ffbaab-d393-4c87-8773-9f62013469af,Comprehensive coverage including molded and shaped hoses — Gates manufactures both straight stock and complex molded shapes that match OE routing exactly. For modern engines with tight engine bay pack,Comprehensive coverage including molded and shaped hoses — Gates manufactures both straight stock and complex molded sha,Right shape for the right routing.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,167,c173f7ac-b90e-4bad-9272-c11e8f0e7f44,"OE supplier across the global automotive industry — Cooper Standard is one of the world's largest OE suppliers of fluid handling systems with extensive contracts across Ford, GM, Stellantis, BMW, Merc",OE supplier across the global automotive industry — Cooper Standard is one of the world's largest OE suppliers of fluid ,Cooper Standard makes factory hoses for many brands.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,168,5584ebbf-860b-49e8-b34e-20bec61c6a7d,"Engineered fluid transfer assemblies, not just hoses — Cooper Standard's modern coolant hose products are increasingly complete assemblies that include quick-connect fittings, plastic connectors, inte","Engineered fluid transfer assemblies, not just hoses — Cooper Standard's modern coolant hose products are increasingly c",Modern hoses are full assemblies — Cooper Standard makes them.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,169,d29dfd39-6583-48e8-b0fd-4e0a06375f67,"Specialty material engineering for severe-duty applications — Cooper Standard developed proprietary HNBR and silicone-based compounds for diesel, hybrid, and EV thermal management applications where s",Specialty material engineering for severe-duty applications — Cooper Standard developed proprietary HNBR and silicone-ba,Specialty materials for diesel and EV cooling.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,170,ab863c7d-32b4-43a7-839b-5a0e89a67158,Lightweight innovations for fuel economy and EV range — Cooper Standard has invested heavily in lightweight hose technologies that reduce vehicle weight without sacrificing durability. A meaningful co,Lightweight innovations for fuel economy and EV range — Cooper Standard has invested heavily in lightweight hose technol,skip.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,171,215b76fd-3e2f-4c6a-8b58-68c4708738a8,"Sealing and fluid containment expertise — Beyond hoses, Cooper Standard manufactures the seals, gaskets, and sealing systems that interface with hoses at every connection point. Their understanding of","Sealing and fluid containment expertise — Beyond hoses, Cooper Standard manufactures the seals, gaskets, and sealing sys","Built for the whole sealing system, not just the hose.",zero,CLH-042,CLH-042,
Product Knowledge — Hoses,174,5f5bba2d-74e5-46d4-b54f-b7416354ae27,Silicone hose construction for extreme temperature applications — Flexfab specializes in silicone-reinforced hoses that handle continuous operating temperatures up to 350°F and intermittent peaks abov,Silicone hose construction for extreme temperature applications — Flexfab specializes in silicone-reinforced hoses that ,Silicone hoses for the hottest engines.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,175,4e875fd0-c911-4e92-8bb4-69ce1151a04f,Aerospace and military pedigree — Flexfab's silicone hose technology was developed for aerospace and military applications where failure isn't an option. That engineering pedigree carries over to auto,Aerospace and military pedigree — Flexfab's silicone hose technology was developed for aerospace and military applicatio,Aerospace technology — built where failure isn't an option.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,176,c366d799-c2e3-4dd7-ab36-5bf05c039b0e,Multi-layer reinforcement for high-pressure and pressure-spike resistance — Flexfab's premium hoses use multi-layer aramid (Kevlar-family) braided reinforcement that handles both sustained high pressu,Multi-layer reinforcement for high-pressure and pressure-spike resistance — Flexfab's premium hoses use multi-layer aram,Built for the heat spikes after you shut off the engine.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,177,9fc1f665-0c48-4c68-b53e-721baac946db,"Color and customization options for performance and showcar applications — Flexfab silicone hoses available in multiple colors (red, blue, black, others) — popular in performance, off-road, and showca",Color and customization options for performance and showcar applications — Flexfab silicone hoses available in multiple ,skip.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,178,8f248b9f-4aa7-401a-86fd-5af1cfcb9823,"Severe-duty diesel and heavy equipment validation — Flexfab supplies hoses extensively to commercial truck (Cummins, Detroit, Mack), agricultural equipment (John Deere, Caterpillar), and military appl","Severe-duty diesel and heavy equipment validation — Flexfab supplies hoses extensively to commercial truck (Cummins, Det",Heavy-duty option for diesel trucks.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,182,fa634e90-a41b-4456-ae9c-634fbab2a782,STRATEGY 1: The Cooling System Service Bundle — Hose + Flush + Plastic Components Together,STRATEGY 1: The Cooling System Service Bundle — Hose + Flush + Plastic Components Together,lead with the bundle name.,generic,CLH-042 CLF-010 WTP-040,CLH-042 CLF-010 WTP-040,
Product Knowledge — Hoses,183,f52e951b-7272-4d52-a11e-20e0ceef0ba0,STRATEGY 2: The Inside-Out Failure Education Sale — Why Visual Inspection Isn't Enough,STRATEGY 2: The Inside-Out Failure Education Sale — Why Visual Inspection Isn't Enough,Hoses fail from the inside — looking fine outside doesn,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,184,a5362c72-e3fe-4387-b55c-f0893f5408ff,"STRATEGY 3: The Head Gasket Insurance Frame — The $80 Hose vs the $3,000 Repair","STRATEGY 3: The Head Gasket Insurance Frame — The $80 Hose vs the $3,000 Repair",A bad hose costs you the engine — not just the rubber.,generic,CLH-042,CLH-042,
Product Knowledge — Headlights,5,8bde8cbf-5550-45be-bd60-f358cb976bcd,"Headlight restoration is a multi-step polishing-and-sealing service that removes oxidation and yellowing from headlight lenses, then applies a UV-protective sealant to slow future fading. Modern headl",Headlight restoration is a multi-step polishing-and-sealing service that removes oxidation and yellowing from headlight ,The clear coat wore off and the plastic itself is oxidizing — needs more than a wipe.,generic,HLR-049,HLR-049,
Product Knowledge — Headlights,6,c9df5051-4dd1-4ff4-86e0-d8234c5e49f3,Headlight oxidation can reduce light output by up to 80 percent. A driver with severely oxidized headlights is essentially driving at night on less than a quarter of the illumination their vehicle was,Headlight oxidation can reduce light output by up to 80 percent.,Up to 80% less light at night — that's the actual safety issue.,generic,HLR-049,HLR-049,
Product Knowledge — Headlights,7,29828876-1116-419b-a373-61aee1d575a6,"Restoration vs replacement is a 10-to-1 cost ratio. New headlight assemblies for modern vehicles range from $300-$1,500+ per side, with luxury and LED matrix assemblies easily exceeding $2,000 each. H",Restoration vs replacement is a 10-to-1 cost ratio.,"Replacement is hundreds, sometimes thousands. Restoration is a fraction of that.",zero,HLR-049,HLR-049,
Product Knowledge — Headlights,8,e8e80265-535c-4c0e-9215-90708b41fbbd,"Typical restoration service time is under one hour. Quick service, high impact, immediate visible results. The compact service window makes headlight restoration one of the most time-efficient upsells",Typical restoration service time is under one hour.,Under an hour — fits inside what we're already doing.,generic,HLR-049,HLR-049,
Product Knowledge — Headlights,12,d5e11dc4-9771-49db-af8a-2f779239092a,"Benefit 1: Improved Night Visibility — Restoring cloudy or oxidized headlights dramatically increases light output, helping drivers see farther and clearer at night. Pairs directly with the up-to-80%","Benefit 1: Improved Night Visibility — Restoring cloudy or oxidized headlights dramatically increases light output, help",You'll see the difference the first night you drive.,generic,HLR-049,HLR-049,
Product Knowledge — Headlights,13,e313e419-22dc-4860-b094-11b8e2147bda,"Benefit 2: Enhanced Safety — Better visibility produces faster reaction time. Customers can spot hazards, pedestrians, road signs, lane markings, animals, and debris sooner. The reaction-time math is",Benefit 2: Enhanced Safety — Better visibility produces faster reaction time.,"See sooner, react sooner.",generic,HLR-049,HLR-049,
Product Knowledge — Headlights,14,caba7f9d-fdf0-409b-8574-bd77b23c3ab2,"Benefit 3: Restores Vehicle Appearance — Yellowed headlights make even a clean, well-maintained vehicle look aged and neglected. Restoration instantly improves curb appeal and perceived value. The bef","Benefit 3: Restores Vehicle Appearance — Yellowed headlights make even a clean, well-maintained vehicle look aged and ne",Makes the whole car look newer.,generic,HLR-049,HLR-049,
Product Knowledge — Headlights,15,b56f2d74-6ee5-4f7c-836d-142edc2e1228,"Benefit 4: Cost Savings vs Replacement — New headlight assemblies can cost hundreds, often $1,000+ per side on modern vehicles. Restoration delivers similar visual results at a fraction of the cost. T","Benefit 4: Cost Savings vs Replacement — New headlight assemblies can cost hundreds, often $1,000+ per side on modern ve",Replacement is hundreds; restoration is a fraction.,generic,HLR-049,HLR-049,
Product Knowledge — Headlights,16,a7c2e069-5c6f-4edd-b058-1ade2b095155,"Benefit 5: Increased Resale Value — A vehicle with clear headlights looks better maintained, which positively influences trade-in or resale value. Used-vehicle appraisers and private buyers both notic","Benefit 5: Increased Resale Value — A vehicle with clear headlights looks better maintained, which positively influences",Cleaner headlights = better trade value.,zero,HLR-049,HLR-049,
Product Knowledge — Headlights,17,2318004a-d25b-41a5-9dfe-c13512b2ea35,"Benefit 6: Better Light Output (Performance) — Oxidation blocks light. Restoration allows the full brightness of the bulbs to shine through, no bulb upgrade needed. Customers who think they need brigh",Benefit 6: Better Light Output (Performance) — Oxidation blocks light.,Sometimes the bulbs are fine — the lenses are blocking the light.,zero,HLR-049,HLR-049,
Product Knowledge — Headlights,18,7dfabfd7-e5a4-4835-b0ea-0c729b4dced8,"Benefit 7: UV Protection Added — Most professional restorations include a UV sealant that helps prevent future fading and oxidation. Without UV resealing, restoration is temporary — the freshly-polish",Benefit 7: UV Protection Added — Most professional restorations include a UV sealant that helps prevent future fading an,We seal them with UV protection — DIY kits skip that step.,zero,HLR-049,HLR-049,
Product Knowledge — Headlights,19,84b425bc-6ad5-4ffe-ab01-f99093208a84,"Benefit 8: Quick Service, High Impact — Typically completed in under an hour. Easy upsell with immediate, visible results customers appreciate. Foundation #4 fact restated as a customer-facing benefit","Benefit 8: Quick Service, High Impact — Typically completed in under an hour.",Under an hour — done before you leave.,generic,HLR-049,HLR-049,
Product Knowledge — Headlights,20,a7cda1cb-5a57-4222-97e9-b9abd98af83a,"Benefit 9: Improved Customer Confidence — Drivers feel safer and more confident driving at night, in fog, in heavy rain, and in bad weather generally after restoration. The confidence is real and felt","Benefit 9: Improved Customer Confidence — Drivers feel safer and more confident driving at night, in fog, in heavy rain,",You'll feel more comfortable driving at night.,zero,HLR-049,HLR-049,
Product Knowledge — Headlights,21,d588f56c-cfa7-45ed-8ac1-fa30f3469d7c,"Benefit 10: Helps Pass Safety Inspections — In some states, heavily oxidized headlights can contribute to inspection failures. State-by-state inspection criteria vary, but states with required annual","Benefit 10: Helps Pass Safety Inspections — In some states, heavily oxidized headlights can contribute to inspection fai","In states with annual inspection, this can help you pass.",zero,HLR-049,HLR-049,
Product Knowledge — Headlights,25,ed175e40-5b70-4d7b-bee1-f12de8a526b2,"Anchor word track (walk-around discovery): 'One thing I noticed is your headlights are starting to haze over. That actually reduces how much light hits the road at night. We can restore them today, im",Anchor word track (walk-around discovery): 'One thing I noticed is your headlights are starting to haze over.,Memorize this exact word track.,generic,HLR-049,HLR-049,
Product Knowledge — Headlights,26,2349a2de-eb2f-4da0-87b0-1b07f1a2b3e6,Variation A (the 80% stat opener): 'During the walk-around I noticed oxidation on your headlight lenses. That oxidation can reduce light output by up to 80 percent — meaning you might be driving at ni,Variation A (the 80% stat opener): 'During the walk-around I noticed oxidation on your headlight lenses.,Up to 80% less light — say that.,zero,HLR-049,HLR-049,
